Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,New,District,Negotiation Type,Property Type,Latitude,Longitude,Price
230,53,2,1,0,1,0,0,0,0,Vila Prudente/São Paulo,sale,apartment,-23.5974052,-46.5770264,275000
875,87,2,3,2,2,1,0,1,0,Vila Andrade/São Paulo,sale,apartment,-23.628962,-46.743094,595000
1200,75,2,2,1,2,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.593059,-46.622684,2000
182,38,2,2,1,1,1,0,0,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.563591,-46.403328,700
0,50,2,2,1,1,1,1,1,0,Vila Guilherme/São Paulo,sale,apartment,-23.518819,-46.603798,285000
600,68,3,3,1,1,1,0,1,0,Jaraguá/São Paulo,rent,apartment,-23.523319,-46.645053,2600
220,42,2,1,0,1,1,0,0,1,Pari/São Paulo,sale,apartment,0.0,0.0,199000
2688,380,5,3,2,5,0,0,0,0,Santana/São Paulo,rent,apartment,-23.4950618,-46.6261194,5000
438,58,3,2,1,2,1,0,1,0,Butantã/São Paulo,rent,apartment,-23.57086,-46.744551,1700
750,65,2,2,1,1,1,0,1,0,Jaguaré/São Paulo,rent,apartment,-23.546592,-46.748813,2200
360,53,2,2,1,1,0,0,1,0,Vila Guilherme/São Paulo,rent,apartment,-23.5166188,-46.6055052,1850
400,88,2,2,1,1,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,-23.522526,-46.643708,350000
500,54,2,2,1,1,1,0,0,0,Pirituba/São Paulo,sale,apartment,-23.415203,-46.731997,240000
0,70,2,2,1,2,0,0,0,0,Jaçanã/São Paulo,rent,apartment,-23.4614,-46.58579,1600
0,39,1,2,1,1,1,0,1,0,República/São Paulo,sale,apartment,-23.542637,-46.643494,472869
0,142,4,3,2,3,0,0,1,0,Moema/São Paulo,sale,apartment,-23.6112152,-46.6574559,1500000
1200,130,2,3,1,2,1,0,1,0,Alto de Pinheiros/São Paulo,rent,apartment,-23.537188,-46.70861,5190
1020,83,3,3,1,2,1,0,1,0,Brooklin/São Paulo,sale,apartment,-23.619701,-46.678965,847000
306,43,2,1,0,1,1,0,0,0,Belém/São Paulo,rent,apartment,-23.5053909,-46.6227832,1550
680,70,1,1,0,2,0,1,1,0,Santo Amaro/São Paulo,rent,apartment,-23.688952,-46.686027,2200
890,94,3,2,1,2,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.6606365,-46.6922103,3600
0,70,2,2,1,2,1,0,1,0,Aricanduva/São Paulo,sale,apartment,-23.535175,-46.539384,470000
300,50,2,1,0,1,0,0,0,0,Vila Prudente/São Paulo,rent,apartment,-23.6013214,-46.54538,1200
353,46,2,1,0,1,0,0,1,0,Guaianazes/São Paulo,sale,apartment,-23.5500184,-46.4118508,190000
1850,266,4,5,4,4,1,0,0,0,Anhanguera/São Paulo,sale,apartment,-23.670116,-46.696669,1950000
335,70,2,2,1,1,0,0,0,0,Vila Madalena/São Paulo,sale,apartment,-23.544128,-46.694184,530000
0,50,2,2,1,2,0,0,1,0,Mandaqui/São Paulo,sale,apartment,-23.476103,-46.625392,310000
0,240,3,5,3,3,0,0,1,0,Vila Madalena/São Paulo,rent,apartment,-23.551906,-46.691705,8000
1400,210,3,5,3,3,1,0,1,0,Vila Leopoldina/São Paulo,sale,apartment,-23.533022,-46.731577,2200000
407,52,2,1,0,1,0,0,0,0,Sapopemba/São Paulo,sale,apartment,-23.5855595,-46.5335228,280000
430,40,1,1,0,1,0,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.5894687,-46.631566,1800
375,37,1,2,1,1,1,0,1,0,Campo Belo/São Paulo,sale,apartment,-23.62642,-46.664728,377000
490,52,2,2,1,1,0,0,1,0,Belém/São Paulo,rent,apartment,-23.52529,-46.603235,1800
840,110,3,2,1,1,1,0,0,0,Bom Retiro/São Paulo,rent,apartment,-23.528376,-46.634561,2000
618,94,3,3,1,2,1,0,1,0,Ipiranga/São Paulo,rent,apartment,0.0,0.0,3500
542,65,3,2,1,1,0,0,0,0,Sapopemba/São Paulo,rent,apartment,-23.585253,-46.533766,1600
0,46,2,2,1,1,0,0,0,0,Itaim Paulista/São Paulo,sale,apartment,-23.502469,-46.397416,190000
550,91,3,3,2,2,0,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.579652,-46.5813599,698000
610,60,1,1,0,0,1,0,0,0,Pinheiros/São Paulo,rent,apartment,-23.5541065,-46.6714327,4000
882,110,3,3,1,1,0,0,1,0,Belém/São Paulo,rent,apartment,-23.5387673,-46.5947063,3100
2300,162,3,4,3,3,0,0,1,0,Brooklin/São Paulo,rent,apartment,-23.6158234,-46.6854044,15600
580,107,3,4,3,2,1,0,1,0,Freguesia do Ó/São Paulo,sale,apartment,-23.494874,-46.691795,800000
900,94,2,2,1,2,0,0,1,0,Lapa/São Paulo,rent,apartment,-23.524279,-46.7020459,3700
380,52,2,2,1,1,1,0,1,0,Vila Curuçá/São Paulo,rent,apartment,-23.552513,-46.630089,1400
550,60,2,1,0,1,0,0,0,0,Água Rasa/São Paulo,rent,apartment,-23.5766338,-46.5613907,1400
759,87,3,2,1,2,0,0,0,0,Vila Leopoldina/São Paulo,rent,apartment,-23.531228,-46.726997,2299
501,76,3,2,1,2,0,0,0,0,Água Rasa/São Paulo,sale,apartment,-23.5650333,-46.5623732,620000
560,60,3,1,0,1,0,0,0,0,Jabaquara/São Paulo,rent,apartment,-23.6502397,-46.6480137,1250
600,35,1,2,1,1,0,1,1,0,Campo Belo/São Paulo,rent,apartment,-23.6242313,-46.6671828,2400
340,50,2,1,0,1,0,0,0,0,Sé/São Paulo,sale,apartment,-23.5524703,-46.6294126,305000
460,50,2,1,0,1,0,0,0,0,Brás/São Paulo,rent,apartment,-23.5496265,-46.6200276,1300
350,50,2,2,1,1,0,1,0,0,Tatuapé/São Paulo,rent,apartment,-23.525464,-46.562212,1600
700,39,1,2,1,1,0,0,1,0,Pinheiros/São Paulo,rent,apartment,-23.563345,-46.6834583,3500
3500,205,3,4,3,4,0,0,0,0,Jardim Paulista/São Paulo,rent,apartment,-23.5721597,-46.6552757,12000
4700,325,4,3,1,4,1,0,1,0,Campo Belo/São Paulo,rent,apartment,-23.625865,-46.674096,3500
400,45,2,1,0,1,0,0,0,0,Vila Curuçá/São Paulo,sale,apartment,-23.505197,-46.4261978,210000
0,60,2,2,1,1,1,0,1,0,Sacomã/São Paulo,sale,apartment,-23.617961,-46.596837,242629
100,47,2,2,1,1,1,0,0,0,Vila Jacuí/São Paulo,sale,apartment,-23.5018558,-46.4563858,226100
630,74,3,2,1,2,0,0,1,0,Jabaquara/São Paulo,sale,apartment,-23.6489298,-46.6419816,545000
760,76,3,2,1,1,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.655868,-46.693188,1850
0,41,2,2,1,1,0,0,0,0,Perus/São Paulo,sale,apartment,-23.406247,-46.737059,191700
305,49,2,1,0,1,0,1,1,0,São Mateus/São Paulo,sale,apartment,0.0,0.0,230000
1000,130,3,3,1,2,1,0,1,0,Vila Leopoldina/São Paulo,sale,apartment,-23.519453,-46.725872,1150000
2300,200,3,5,2,4,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.597797,-46.641244,5200
1170,158,3,4,3,2,1,1,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.533022,-46.731577,6400
280,47,2,1,0,1,0,0,1,0,Medeiros/São Paulo,sale,apartment,-23.4947952,-46.5845862,234000
1600,215,3,4,3,2,0,0,1,0,Bela Vista/São Paulo,rent,apartment,-23.5627488,-46.646831,10000
372,47,2,2,1,1,0,0,0,0,Raposo Tavares/São Paulo,rent,apartment,-23.588091,-46.797839,1400
0,41,2,2,1,1,1,0,0,0,Cambuci/São Paulo,sale,apartment,-23.566122,-46.617948,183900
367,49,2,2,1,1,1,0,1,0,Vila Andrade/São Paulo,sale,apartment,-23.63132,-46.740042,294000
1700,110,3,2,1,2,0,0,0,0,Vila Andrade/São Paulo,rent,apartment,-23.6337067,-46.7306586,1300
0,98,2,1,0,0,0,0,0,0,Bom Retiro/São Paulo,sale,apartment,0.0,0.0,450000
1842,42,1,1,0,2,0,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5943048,-46.6811013,8200
0,63,3,2,1,1,1,0,1,0,Vila Maria/São Paulo,sale,apartment,-23.518056,-46.583873,415000
651,75,3,1,0,1,0,0,0,0,Butantã/São Paulo,rent,apartment,0.0,0.0,1200
250,48,2,2,1,1,0,0,0,0,Vila Curuçá/São Paulo,sale,apartment,-23.504792,-46.427598,230000
590,58,2,2,1,1,1,0,1,0,Bom Retiro/São Paulo,sale,apartment,-23.524677,-46.647365,380000
715,98,2,1,0,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,0.0,0.0,850000
354,48,1,1,0,0,0,0,0,0,Bela Vista/São Paulo,rent,apartment,-23.5525175,-46.6508877,1617
0,69,2,2,1,2,1,0,1,1,Vila Leopoldina/São Paulo,sale,apartment,-23.530453,-46.731354,650000
564,55,2,1,0,1,0,0,0,0,Vila Matilde/São Paulo,rent,apartment,-23.5353093,-46.5212565,1200
400,56,2,2,1,1,1,1,1,0,Vila Prudente/São Paulo,rent,apartment,-23.59526,-46.578745,1500
700,70,3,2,1,1,1,0,0,0,Sacomã/São Paulo,rent,apartment,-23.6133365631,-46.6006813049,1300
550,76,2,2,1,2,0,0,0,0,Água Rasa/São Paulo,rent,apartment,-23.565033,-46.562373,2200
759,84,3,2,1,1,0,0,1,0,Freguesia do Ó/São Paulo,rent,apartment,-23.501353,-46.701683,1400
900,77,3,1,0,2,0,0,0,0,Vila Prudente/São Paulo,rent,apartment,-23.6011861,-46.5690458,1400
591,70,2,2,1,1,0,0,0,0,Campo Grande/São Paulo,rent,apartment,-23.68245,-46.6803,1260
225,50,2,2,1,1,0,0,0,0,Lajeado/São Paulo,sale,apartment,-23.541181,-46.405825,165000
0,50,2,2,1,1,0,0,0,0,José Bonifácio/São Paulo,rent,apartment,-23.553484,-46.434253,900
400,74,3,3,1,2,1,0,1,0,Vila Formosa/São Paulo,sale,apartment,-23.574462,-46.533401,399000
500,56,2,1,0,1,1,0,0,0,Carrão/São Paulo,rent,apartment,0.0,0.0,1050
1447,113,3,4,1,2,1,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.644463,-46.696749,3000
0,47,2,2,1,1,0,0,0,0,Capão Redondo/São Paulo,rent,apartment,-23.672981,-46.759529,1200
0,40,2,2,1,1,0,0,0,0,Brasilândia/São Paulo,sale,apartment,-23.472508,-46.674688,205800
450,59,2,2,1,2,1,0,1,0,Vila Prudente/São Paulo,sale,apartment,-23.5830213,-46.5819792,600000
200,48,1,2,1,1,0,0,0,0,Liberdade/São Paulo,sale,apartment,-23.5617874,-46.6285061,199000
900,140,3,3,2,2,0,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5777301788,-46.6061439514,4200
750,76,3,2,1,2,1,0,0,0,Butantã/São Paulo,rent,apartment,-23.5845412,-46.7344439,1900
550,60,2,2,1,1,0,0,1,0,Mooca/São Paulo,sale,apartment,-23.5659633,-46.5913333,399000
1300,185,3,4,3,2,0,0,0,0,Cidade Dutra/São Paulo,rent,apartment,-23.714221,-46.704675,4800
663,70,3,2,1,1,1,0,1,0,Limão/São Paulo,rent,apartment,-23.500428,-46.682779,1500
490,60,2,1,0,1,0,0,0,0,Cachoeirinha/São Paulo,rent,apartment,-23.4774669,-46.6593095,1200
450,42,1,2,1,0,0,0,1,0,Consolação/São Paulo,sale,apartment,-23.5491833,-46.6425156,295000
450,72,2,2,1,1,0,0,0,0,Jaraguá/São Paulo,rent,apartment,-23.52113,-46.646865,1300
0,39,1,2,1,1,1,0,1,0,República/São Paulo,sale,apartment,-23.542631,-46.64349,380000
0,117,3,2,1,1,1,0,0,0,Pinheiros/São Paulo,sale,apartment,-23.5565166,-46.6745435,900000
4900,320,3,5,3,5,1,1,1,0,Alto de Pinheiros/São Paulo,rent,apartment,-23.560514,-46.700863,27000
174,130,2,2,1,1,0,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.5799474,-46.6512107,3500
0,65,2,1,0,0,0,0,0,0,Carrão/São Paulo,rent,apartment,-23.5524654,-46.523405,1100
1007,93,3,2,1,2,1,0,1,0,Cursino/São Paulo,rent,apartment,-23.625643,-46.622733,3500
350,50,2,2,1,1,0,0,0,0,Vila Curuçá/São Paulo,sale,apartment,-23.507291,-46.424997,235000
670,55,2,1,0,1,0,1,1,0,Vila Mariana/São Paulo,rent,apartment,-23.5872505,-46.6289967,2750
350,54,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.508439,-46.530778,265000
1119,51,1,2,1,2,1,0,1,0,Vila Madalena/São Paulo,rent,apartment,-23.55394,-46.694229,3800
320,65,2,1,0,1,0,1,0,0,Socorro/São Paulo,rent,apartment,-23.6744033,-46.7146119,1700
0,41,2,2,1,1,1,0,1,1,Cachoeirinha/São Paulo,sale,apartment,-23.474587,-46.656933,215000
465,65,2,2,1,1,1,0,1,0,Brás/São Paulo,rent,apartment,0.0,0.0,1950
4200,280,4,5,4,5,0,0,1,0,Pinheiros/São Paulo,rent,apartment,-23.5507452,-46.6996773,9500
120,56,2,1,0,1,0,0,0,0,Artur Alvim/São Paulo,sale,apartment,0.0,0.0,220000
495,61,3,2,1,1,0,0,1,0,Vila Prudente/São Paulo,rent,apartment,-23.586716,-46.560806,1600
800,70,2,2,1,2,0,1,1,0,Santo Amaro/São Paulo,rent,apartment,0.0,0.0,3000
390,69,2,2,0,0,0,0,0,0,Vila Formosa/São Paulo,sale,apartment,0.0,0.0,295000
650,42,1,2,1,1,1,0,1,0,Santa Cecília/São Paulo,sale,apartment,-23.538992,-46.647003,400000
2470,165,3,2,1,2,0,0,1,0,Alto de Pinheiros/São Paulo,sale,apartment,-23.5418485,-46.7189771,1285000
904,190,3,5,1,1,1,0,0,0,Consolação/São Paulo,rent,apartment,-23.5569756,-46.6638576,4500
417,55,2,2,1,1,1,0,0,0,Cangaíba/São Paulo,sale,apartment,-23.517545,-46.529912,268000
310,51,1,1,0,1,0,0,1,0,Vila Maria/São Paulo,sale,apartment,-23.5187464,-46.5843809,240000
380,50,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,rent,apartment,-23.582576,-46.417478,950
140,40,2,2,1,1,1,0,0,0,Butantã/São Paulo,sale,apartment,-23.563487,-46.721009,169000
482,55,2,2,1,1,1,0,0,0,Tremembé/São Paulo,rent,apartment,-23.45302,-46.625552,800
2100,340,4,4,3,3,0,0,0,0,Cidade Dutra/São Paulo,rent,apartment,-23.714221,-46.704675,6500
0,50,2,2,1,1,0,1,0,0,São Lucas/São Paulo,rent,apartment,-23.58816,-46.543623,1500
800,63,2,1,0,1,0,0,0,0,Alto de Pinheiros/São Paulo,sale,apartment,-23.5407094,-46.7142671,550000
0,64,2,2,1,1,0,0,0,0,Vila Formosa/São Paulo,sale,apartment,-23.5690739,-46.5418231,510000
165,45,2,1,0,1,0,0,1,0,Carrão/São Paulo,sale,apartment,-23.5600887,-46.5165111,229000
120,68,2,2,1,1,0,0,0,0,Anhanguera/São Paulo,rent,apartment,-23.525234,-46.652882,1350
370,64,2,2,1,2,1,0,1,0,São Lucas/São Paulo,sale,apartment,-23.5928482,-46.5439367,325000
720,95,3,2,1,2,0,0,1,0,Campo Grande/São Paulo,rent,apartment,-23.6586595,-46.69276,3500
500,70,2,2,1,1,0,1,1,0,Barra Funda/São Paulo,rent,apartment,-23.5216453,-46.647649,2800
400,61,2,2,1,1,1,1,1,0,Vila Guilherme/São Paulo,rent,apartment,-23.51871,-46.603784,1800
400,68,3,2,1,1,0,0,1,0,Brás/São Paulo,sale,apartment,-23.5485657,-46.6187846,400000
501,68,3,2,1,1,0,0,1,0,Campo Limpo/São Paulo,sale,apartment,-23.643313,-46.756624,290000
0,48,2,2,1,1,0,0,1,0,Liberdade/São Paulo,sale,apartment,-23.553501,-46.628189,265000
1100,134,3,4,3,3,1,0,0,0,Brooklin/São Paulo,sale,apartment,-23.620842,-46.684524,1440000
340,50,2,2,1,1,1,1,1,0,Carrão/São Paulo,rent,apartment,-23.552816,-46.522893,1860
0,40,1,1,0,1,0,1,1,0,Jabaquara/São Paulo,rent,apartment,-23.6380426,-46.642778,2100
430,72,3,1,0,1,0,0,0,0,Raposo Tavares/São Paulo,rent,apartment,0.0,0.0,1150
260,53,2,2,1,1,0,1,0,0,São Mateus/São Paulo,sale,apartment,-23.613292,-46.469028,190000
350,50,2,1,0,1,1,1,1,0,Itaquera/São Paulo,sale,apartment,-23.5523046,-46.4480566,234000
0,51,2,2,1,1,0,0,0,0,Pedreira/São Paulo,sale,apartment,-23.693656,-46.674281,280000
835,74,2,2,1,2,0,0,1,0,Vila Leopoldina/São Paulo,rent,apartment,-23.5316265,-46.7266332,2700
790,54,1,2,1,1,0,1,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.5917572,-46.6837781,7500
946,82,3,2,1,1,0,0,0,0,Campo Limpo/São Paulo,sale,apartment,-23.6585731,-46.6766021,460000
1300,120,3,2,1,1,0,0,0,0,Bela Vista/São Paulo,sale,apartment,-23.5642199,-46.6445031,848000
0,42,2,2,1,1,0,0,0,0,Cidade Tiradentes/São Paulo,sale,apartment,-23.601677,-46.398766,150000
306,43,2,1,0,1,1,0,0,0,Belém/São Paulo,rent,apartment,-23.5053909,-46.6227832,1600
300,58,3,2,1,1,0,0,1,0,São Lucas/São Paulo,sale,apartment,-23.6059065,-46.4695211,239900
370,63,2,2,1,1,0,0,1,0,Mooca/São Paulo,rent,apartment,-23.549625,-46.611373,2500
0,45,2,2,1,1,1,0,0,0,Jardim Helena/São Paulo,rent,apartment,-23.48848,-46.422157,850
450,49,1,2,1,1,1,0,1,0,Ipiranga/São Paulo,rent,apartment,-23.5002428,-46.6276118,1950
700,90,3,2,1,2,1,1,1,0,Tatuapé/São Paulo,rent,apartment,-23.54822,-46.557678,3400
3000,270,4,6,4,4,0,0,0,0,Campo Belo/São Paulo,rent,apartment,-23.620011,-46.676107,8500
0,69,3,2,1,1,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.5976694,-46.599341,2200
635,60,2,2,1,1,1,0,0,0,Anhanguera/São Paulo,rent,apartment,-23.522756,-46.655492,2900
335,35,1,2,1,1,0,0,0,0,Ipiranga/São Paulo,rent,apartment,-23.567814,-46.613808,1500
395,47,2,2,1,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.562596,-46.478924,225000
420,51,2,1,0,1,0,0,1,0,Brás/São Paulo,rent,apartment,-23.5425249,-46.6253132,1800
780,70,3,2,1,1,1,1,1,0,Saúde/São Paulo,sale,apartment,-23.60929,-46.613869,425000
0,69,2,2,1,1,1,0,1,0,Vila Prudente/São Paulo,rent,apartment,-23.59471,-46.577784,2420
1850,192,4,4,3,2,0,0,1,0,Casa Verde/São Paulo,rent,apartment,-23.5097784,-46.6638487,3500
788,75,3,1,0,1,0,0,0,0,Lapa/São Paulo,rent,apartment,-23.5320236,-46.7052945,1700
0,60,3,1,0,1,0,0,1,0,São Lucas/São Paulo,sale,apartment,0.0,0.0,315000
0,47,2,2,1,1,0,0,0,0,Artur Alvim/São Paulo,sale,apartment,-23.552573,-46.491767,154500
580,54,2,1,0,1,1,0,0,0,Pirituba/São Paulo,rent,apartment,-23.5024526,-46.7163058,1150
1300,110,3,4,2,2,1,1,1,0,Vila Olimpia/São Paulo,rent,apartment,-23.594329,-46.688316,7800
240,44,2,1,0,1,0,0,1,0,Tucuruvi/São Paulo,sale,apartment,-23.4750723,-46.5916168,273000
0,53,2,1,0,0,0,0,0,0,Vila Maria/São Paulo,rent,apartment,0.0,0.0,950
1200,60,2,2,1,1,0,0,1,0,Jaguaré/São Paulo,rent,apartment,-23.550693,-46.7487305,1200
0,160,4,4,3,2,0,0,1,0,Campo Belo/São Paulo,rent,apartment,-23.6222993,-46.6767709,10000
1400,98,2,2,1,2,0,1,1,0,Brooklin/São Paulo,sale,apartment,-23.6068912,-46.6959343,1500000
150,56,2,2,1,1,0,0,0,0,Artur Alvim/São Paulo,sale,apartment,-23.548518,-46.48549,220000
856,83,2,1,0,1,1,0,0,0,Pinheiros/São Paulo,sale,apartment,-23.5053909,-46.6227832,730000
500,57,2,2,1,1,0,0,0,0,Sapopemba/São Paulo,sale,apartment,-23.59219,-46.528321,234000
2700,230,4,4,3,3,0,0,1,0,Santana/São Paulo,rent,apartment,-23.4868794,-46.6273845,3000
2741,250,4,2,1,2,0,0,0,0,Jardim Paulista/São Paulo,rent,apartment,-23.5653529,-46.6638134,9000
720,93,2,2,1,1,0,0,1,0,Vila Matilde/São Paulo,rent,apartment,-23.535553,-46.523539,1900
390,90,2,2,1,1,0,0,0,0,Pari/São Paulo,rent,apartment,-23.52937,-46.602209,2000
440,71,3,2,1,2,1,0,1,0,São Domingos/São Paulo,sale,apartment,-23.507245,-46.735663,404000
0,44,1,1,0,0,0,0,0,0,Brás/São Paulo,rent,apartment,-23.541027,-46.6200075,1350
800,68,3,2,1,2,1,0,1,0,Vila Matilde/São Paulo,rent,apartment,-23.5332914,-46.5240379,2500
900,75,2,2,1,1,0,0,0,0,Cambuci/São Paulo,rent,apartment,-23.572299,-46.62427,1400
960,82,3,2,1,0,0,1,1,0,Água Rasa/São Paulo,rent,apartment,-23.5608002,-46.5683473,2500
320,58,2,1,0,1,0,0,0,0,Cidade Dutra/São Paulo,sale,apartment,-23.7340283,-46.6957678,260000
5251,378,3,4,3,3,0,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.6494697,-46.6936074,12000
646,40,1,2,1,1,1,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.585891,-46.640023,3200
300,90,1,1,0,0,0,0,0,0,Brás/São Paulo,rent,apartment,-23.5001201,-46.6276055,1300
350,63,2,2,1,1,1,1,1,0,Vila Guilherme/São Paulo,sale,apartment,-23.510097,-46.601122,340000
0,81,3,2,1,2,0,0,1,0,Vila Formosa/São Paulo,sale,apartment,-23.562245,-46.537118,683400
670,93,3,2,1,2,0,1,1,0,Água Rasa/São Paulo,sale,apartment,-23.5698236,-46.5717586,746000
808,65,2,1,0,1,0,0,1,0,Moema/São Paulo,rent,apartment,0.0,0.0,3700
570,64,2,2,1,1,1,0,1,0,Cidade Ademar/São Paulo,sale,apartment,-23.6593719,-46.6659119,395000
0,44,2,2,1,1,1,0,0,0,Jardim Ângela/São Paulo,sale,apartment,-23.597539,-46.541124,202000
380,60,1,1,0,0,1,1,0,0,Bela Vista/São Paulo,sale,apartment,-23.5579814,-46.6440671,300000
208,34,1,2,1,0,0,0,0,0,Brás/São Paulo,rent,apartment,-23.5464599,-46.6235178,1500
590,35,1,2,1,1,1,1,1,0,Consolação/São Paulo,rent,apartment,-23.553093,-46.654351,3100
0,75,2,2,1,2,0,0,0,0,Butantã/São Paulo,sale,apartment,-23.563487,-46.721009,399900
450,47,2,2,1,1,1,0,0,0,Limão/São Paulo,rent,apartment,-23.498369,-46.680087,1250
400,70,3,2,1,1,0,0,0,0,Grajaú/São Paulo,sale,apartment,-23.772193,-46.668294,250000
300,59,2,2,1,1,1,0,1,0,São Domingos/São Paulo,sale,apartment,-23.507452,-46.734483,369000
990,130,3,5,3,2,1,1,1,0,Santo Amaro/São Paulo,sale,apartment,-23.651441,-46.719408,970000
420,48,2,1,0,1,1,0,1,0,Ipiranga/São Paulo,sale,apartment,-23.5710051,-46.6062829,365000
1007,93,3,2,1,2,0,0,1,0,Cursino/São Paulo,rent,apartment,-23.6220451,-46.6222127,3200
530,65,3,2,1,1,1,0,0,0,São Domingos/São Paulo,sale,apartment,-23.48822,-46.738231,390000
300,44,2,2,1,1,0,0,1,0,São Mateus/São Paulo,rent,apartment,-23.59346,-46.467708,1000
350,63,3,2,1,1,0,0,1,0,Vila Maria/São Paulo,sale,apartment,-23.5180565,-46.5838738,372775
0,152,3,4,1,2,1,1,1,0,São Miguel/São Paulo,sale,apartment,-23.499466,-46.449633,742000
780,90,3,2,1,3,1,0,1,0,Carrão/São Paulo,sale,apartment,-23.550353,-46.541792,740000
400,50,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.508439,-46.530778,1200
350,67,2,2,1,1,1,0,1,0,Medeiros/São Paulo,sale,apartment,-23.174704,-47.000037,299900
400,51,2,2,1,1,1,0,1,0,Vila Matilde/São Paulo,sale,apartment,-23.535254,-46.520643,315900
1600,122,2,3,2,2,1,0,1,0,Itaim Bibi/São Paulo,rent,apartment,-23.58056,-46.673168,10000
0,67,2,2,1,5,1,0,1,0,Vila Andrade/São Paulo,sale,apartment,-23.630756,-46.739923,399900
2835,190,3,3,1,2,1,0,0,0,Consolação/São Paulo,rent,apartment,-23.548622,-46.655901,5000
1328,154,3,5,3,4,1,1,1,0,Campo Belo/São Paulo,rent,apartment,-23.627888,-46.673533,11000
0,97,3,3,1,2,1,0,1,0,Vila Formosa/São Paulo,sale,apartment,-23.561764,-46.539644,550000
637,50,2,2,1,1,1,0,0,0,Jabaquara/São Paulo,rent,apartment,-46.648904,-23.652027,1300
555,70,3,2,1,1,0,0,1,0,Jardim Ângela/São Paulo,rent,apartment,-23.604294,-46.518325,1190
400,67,3,2,1,1,0,0,0,0,Campo Limpo/São Paulo,rent,apartment,-23.652268,-46.766401,1100
619,82,2,2,1,1,1,1,1,0,Tucuruvi/São Paulo,sale,apartment,-23.471756,-46.606898,640000
0,54,2,2,1,1,0,0,0,0,Pedreira/São Paulo,sale,apartment,-23.693656,-46.674281,270000
0,50,2,2,1,1,1,0,1,0,Tatuapé/São Paulo,sale,apartment,-23.53856,-46.578357,445000
600,70,2,2,1,2,0,0,0,0,Jaçanã/São Paulo,rent,apartment,-23.4614,-46.58579,1000
0,43,2,2,1,1,0,0,0,0,Vila Matilde/São Paulo,rent,apartment,-23.548371,-46.512482,1000
1100,100,3,2,1,1,0,0,0,0,Jardim Paulista/São Paulo,rent,apartment,0.0,0.0,3000
590,60,1,1,0,1,0,1,1,0,Barra Funda/São Paulo,rent,apartment,-23.5280557,-46.6637838,3700
0,56,2,2,1,1,0,0,0,0,Sapopemba/São Paulo,sale,apartment,-23.58575,-46.533612,310000
620,55,2,2,1,1,1,0,1,0,Jabaquara/São Paulo,sale,apartment,-23.649605,-46.643898,410000
495,53,2,1,0,1,0,0,0,0,Cidade Líder/São Paulo,sale,apartment,-23.6155984,-46.4158008,190000
310,83,3,2,1,1,1,0,0,0,Socorro/São Paulo,rent,apartment,-23.686913,-46.702276,1800
0,48,2,1,0,1,0,0,0,0,Ponte Rasa/São Paulo,sale,apartment,-23.5186977,-46.5030453,250000
2250,208,4,5,4,4,0,0,1,0,Vila Mariana/São Paulo,rent,apartment,-23.5989881,-46.6334996,10000
250,53,2,2,1,1,0,0,0,0,Cangaíba/São Paulo,rent,apartment,-23.505049,-46.527093,900
586,60,2,2,1,1,0,0,1,0,Santo Amaro/São Paulo,rent,apartment,-23.648772,-46.702301,1750
495,47,2,2,1,1,1,1,1,0,Bom Retiro/São Paulo,rent,apartment,-23.527234,-46.632163,2250
500,95,3,2,1,1,0,0,0,0,Capão Redondo/São Paulo,rent,apartment,-23.661174,-46.762963,1300
590,84,3,2,1,2,1,0,1,0,Campo Grande/São Paulo,sale,apartment,-23.685261,-46.67729,430000
530,33,1,2,1,1,0,1,1,0,Barra Funda/São Paulo,rent,apartment,-23.5318985,-46.657785,2400
181,186,3,2,1,1,0,0,0,0,Vila Mariana/São Paulo,rent,apartment,-23.579947,-46.65121,2700
1690,162,3,3,2,2,0,1,1,0,Brooklin/São Paulo,rent,apartment,-23.6068912,-46.6959343,8990
0,93,3,2,1,3,0,0,1,0,Cursino/São Paulo,sale,apartment,-23.600229,-46.620725,1050000
